title,runtime,des,date,genre,cast,director,vote,gross,rating
My Mad Fat Diary,47,"    Set in 1996 in Lincolnshire, the show tells the tragic and humorous story of a very troubled young girl, Rae, who spent four months in a psychiatric hospital for attempted suicide. After ...                See full summary »",2015,"Comedy, Drama, Romance            ","Jodie Comer, Ciara Baxendale, Dan Cohen, Sharon Rooney",,14253,,8.4
Teen Titans GO! to the Movies,84,    A villain's maniacal plan for world domination sidetracks five teenage superheroes who dream of Hollywood stardom.,2018,"Animation, Action, Adventure            ","Greg Cipes, Scott Menville, Khary Payton, Tara Strong","Aaron Horvath, Peter Rida Michail",14359,$29.56M,6.8
My Awkward Sexual Adventure,98,"    To win back his ex-girlfriend, a conservative accountant enlists the help of an exotic dancer to guide him on a quest for sexual experience, leading him into a world of strip clubs, sensual massage parlors, cross-dressing and S & M.",2012,"Comedy, Romance            ","Jonas Chernick, Emily Hampshire, Sarah Manninen, Vik Sahay",Sean Garrity,8685,,6.1
Forever,30,"    June and Oscar live a comfortable but very predictable suburban wedded life when suddenly they find themselves in a completely otherworldly situation, raising questions about love and marriage in the afterlife.",2018,"Comedy, Drama, Fantasy            ","Maya Rudolph, Fred Armisen, Catherine Keener, Noah Robbins",,4119,,7.2
Christmas Cupid,85,    Los Angeles publicist is forced to reconsider her life choices as she gets visited by ghosts of her ex-boyfriends in the eve of Christmas.,2010,"Comedy, Family, Fantasy            ","Christina Milian, Ashley Benson, Jackée Harry, Burgess Jenkins",Gil Junger,3389,,5.6
The Carrie Diaries,42,"    Carrie Bradshaw is in her junior year of high school in the early 1980s. She asks her first questions about love, sex, friendship and family while navigating the worlds of high school and Manhattan.",2014,"Comedy, Romance            ","AnnaSophia Robb, Austin Butler, Ellen Wong, Katie Findlay",,25072,,7.0
Devious Maids,60,    Four Latina maids with ambition and dreams of their own work for the rich and famous in Beverly Hills.,2016,"Comedy, Drama, Mystery            ","Ana Ortiz, Dania Ramirez, Roselyn Sanchez, Judy Reyes",,20909,,7.8
Rules Don't Apply,127,"    The unconventional love story of an aspiring actress, her ambitious driver, and their eccentric boss, the legendary billionaire Howard Hughes.",2016,"Comedy, Drama, Romance            ","Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom",Warren Beatty,8386,$3.65M,5.7
The Incredible Burt Wonderstone,100,"    A veteran Vegas magician tries to revive his career after his longtime partner quits, he gets fired from his casino act, and an edgy new ""street magician"" steals his thunder.",2013,Comedy            ,"Steve Carell, Luke Vanek, Steve Buscemi, Mason Cook",Don Scardino,68697,$22.53M,5.9
Magic in the Moonlight,97,    A romantic comedy about an Englishman brought in to help unmask a possible swindle. Personal and professional complications ensue.,2014,"Comedy, Romance            ","Colin Firth, Emma Stone, Marcia Gay Harden, Hamish Linklater",Woody Allen,60677,$10.51M,6.5
All Is Bright,107,"    While out on parole, Dennis reluctantly takes a job selling Christmas trees with his old buddy Rene in order to make enough money to buy his estranged daughter the piano she's always wanted.",2013,"Comedy, Drama            ","Paul Giamatti, Paul Rudd, Sally Hawkins, Amy Landecker",Phil Morrison,5515,$0.00M,5.6
Making It,60,    Amy Poehler and Nick Offerman host a crafting series where incredibly talented people come together for a friendly competition.,2018,"Comedy, Reality-TV            ","Amy Poehler, Nick Offerman, Simon Doonan, Dayna Isom Johnson",,869,,7.8
Little Things,16,"    A cohabiting couple in their 20s navigate the ups and downs of work, modern-day relationships and finding themselves in contemporary Mumbai.",2016,"Comedy, Romance            ","Dhruv Sehgal, Mithila Palkar, Abhishek Bhalerao, Rishi Deshpande",,3025,,8.3
Lego Star Wars: The Force Awakens,0,    The re-telling of the newest installment in the iconic Star Wars saga told through the witty humor of Lego.,2016,"Action, Adventure, Comedy            ","David Acord, Chopper Bernet, JB Blanc, David Boat","Hez Chorba, Jamie Eden, Pete Gomer, Robert Hewson",901,,8.0
Yoga Hosers,88,    Two teenage yoga enthusiasts must do battle with an evil presence that is threatening to rise from its underground lair and endanger their major party plans.,2016,"Action, Comedy, Fantasy            ","Lily-Rose Depp, Harley Quinn Smith, Johnny Depp, Adam Brody",Kevin Smith,11067,,4.3
The Other Guy,30,"    A successful radio host who finds himself unexpectedly back in the dating pool for the first time in a decade, after discovering his long-term girlfriend has been having an affair with his best friend.",2017,"Comedy, Drama            ","Matt Okine, Harriet Dyer, Valene Kane, Michael-Anthony Taylor",,301,,6.8
21 & Over,93,"    The night before his big medical school interview, a promising student celebrates his 21st birthday with his two best friends.",2013,Comedy            ,"Miles Teller, Justin Chon, Jonathan Keltz, Sarah Wright","Jon Lucas, Scott Moore",69835,$25.68M,5.8
Don't Trust the B---- in Apartment 23,22,"    Chloe is a New York party girl with the morals of a pirate. She causes trouble for her naive small town roommate, June, and Chloe's best friend, James Van Der Beek.",2013,Comedy            ,"Krysten Ritter, Dreama Walker, Michael Blaiklock, Eric André",,32866,,7.3
The Rocky Horror Picture Show: Let's Do the Time Warp Again,88,"    A straitlaced, square couple, seeking shelter from a storm, find themselves in the castle of a transgender alien mad scientist intent on creating a buff bodybuilder.",2016,"Comedy, Horror, Musical            ","Ivy Levan, Victoria Justice, Staz Nair, Christina Milian",Kenny Ortega,6466,,4.2
Kenzo World,4,    Be free of your daily boring life.,2016,"Short, Comedy, Fantasy            ",Star:Margaret Qualley,Spike Jonze,1347,,8.1
The Wedding Ringer,101,"    Two weeks shy of his wedding, a socially awkward guy enters into a charade by hiring the owner of a company that provides best men for grooms in need.",2015,Comedy            ,"Kevin Hart, Josh Gad, Kaley Cuoco, Affion Crockett",Jeremy Garelick,68115,$64.46M,6.6
Escape from Pleasure Planet,81,"    A Princess has her erotic vacation interrupted when a renegade alien force, led by her arch enemy, Aria, attacks Pleasure Planet. A quick escape lands her in even more hot water as the Princess and her busty bodyguard crash land on Earth.",2016,"Action, Comedy, Fantasy            ","Blair Williams, Vanessa Cage, Veronica Vain, Erika Jordan",Terrance Ryker,322,,3.7
She's Funny That Way,93,"    On the set of a playwright's new project, a love triangle forms between his wife, her ex-lover, and the call girl-turned-actress cast in the production.",2014,"Comedy, Drama            ","Imogen Poots, Owen Wilson, Jennifer Aniston, Kathryn Hahn",Peter Bogdanovich,22928,$0.09M,6.1
The Double,93,"    A clerk in a government agency finds his unenviable life takes a turn for the horrific with the arrival of a new co-worker who is both his exact physical double and his opposite - confident, charismatic and seductive with women.",2013,"Comedy, Drama, Mystery            ","Jesse Eisenberg, Mia Wasikowska, Wallace Shawn, Noah Taylor",Richard Ayoade,45166,$0.20M,6.5
Ride Along,99,"    Security guard Ben must prove himself to his girlfriend's brother, top police officer James. He rides along James on a 24-hour patrol of Atlanta.",2014,"Action, Comedy, Crime            ","Ice Cube, Kevin Hart, Tika Sumpter, John Leguizamo",Tim Story,97047,$134.94M,6.2
The Windsors,30,    Comedy soap opera re-imagining the lives of the British Royal Family as you have never seen them before.,2016,Comedy            ,"Celeste Dring, Louise Ford, Richard Goulding, Morgana Robinson",,1394,,6.9
Gulliver's Travels,85,"    Travel writer Lemuel Gulliver (Jack Black) takes an assignment in Bermuda, but ends up on the island of Lilliput, where he towers over its tiny citizens.",2010,"Adventure, Comedy, Family            ","Jack Black, Emily Blunt, Jason Segel, Amanda Peet",Rob Letterman,62799,$42.78M,4.9
Brad's Status,102,    A father takes his son to tour colleges on the East Coast and meets up with an old friend who makes him feel inferior about his life's choices.,2017,"Comedy, Drama, Music            ","Ben Stiller, Austin Abrams, Jenna Fischer, Michael Sheen",Mike White,14389,$2.13M,6.5
Just Add Magic,27,    Three friends cook up spells to unlock the secrets and curses that befall their small town.,2015,"Comedy, Family, Fantasy            ","Olivia Sanabia, Abby Donnelly, Aubrey K. Miller, Judah Bellamy",,1784,,8.2
The First Time,95,    A shy senior and a down-to-earth junior fall in love over one weekend.,2012,"Comedy, Drama, Romance            ","Dylan O'Brien, Britt Robertson, Victoria Justice, James Frecheville",Jonathan Kasdan,63727,$0.02M,6.8
Clarence,23,"    The adventures of a 4th grader named Clarence along with his two best friends, Sumo and Jeff.",2018,"Animation, Short, Adventure            ","Spencer Rothbell, Katie Crown, Sean Giambrone, Tom Kenny",,6024,,6.5
The Fundamentals of Caring,97,    A man suffering a family loss enrolls in a class about care-giving that changes his perspective on life.,2016,"Comedy, Drama            ","Craig Roberts, Paul Rudd, Selena Gomez, Alex Huff",Rob Burnett,51477,,7.3
A Dream of Christmas,84,"    When a restless young married woman is granted a wish by a Christmas Angel to be single again, she soon discovers her new life isn't what she bargained for, and embarks on a quest to win her husband back.",2016,"Comedy, Drama, Family            ","Andrew W. Walker, Nikki Deloach, Lisa Durupt, Paul Essiembre",Gary Yates,1519,,6.7
