title,runtime,des,date,genre,cast,director,vote,gross,rating
Copernicus and Starr,3,Add a Plot,2015,Romance            ,"Sarah Newton, Brian Michael Smith, Cheri Paige Fogleman, Elana Safar",,0,,0.0
The Unconditional Love,0,    This movie is a love story of two which reveals - love has no age; it can happen to anyone at any point in their lives.,2017,"Short, Drama, Romance            ","Devinder Dillon, Teresa Laverty",Sunitha Devadas,0,,0.0
Calvinball,75,"In this homage to the early days of mumblecore, an innocent game of spin the bottle sets off a chain reaction within a group of couples that leads to break ups, infidelity, and betrayal that will change their lives forever. Think 'Husbands and Wives' meets 'The Puffy Chair.'",2018,"Comedy, Drama, Romance            ","Amanda Charney, Josh Kadish, Trevor Kindel, Roy Parker",Roy Parker,0,,0.0
30 Days,35,A ten year marriage has become a routine... a workaholic husband finds interest in another woman. He now must make a choice to divorce or stay in a marriage. The wife proposes a counter offer to his request for the sake of their son.... Either choice will have its consequence.,2011,"Short, Drama, Romance            ","Eddy Acosta, Sasha Marina, Alexandra Alzate, Marcela Alzate",Izzy Martinez,6,,9.2
RiverWalk,16,"Wind, a young 16 year old girl leaves her strict upbringing at home in order to be with the boy she loves. Yaymyne, a boat boy is in love with Wind, though he struggles to get a job hand support himself. They live carefree and in the own world, until Wind finds out she is pregnant. This raises new issues as things become more difficult and Wind finds herself questioning her decision.",2012,"Short, Drama, Romance            ","Jen Savvy, Hardy Awadjie, Sabin Gnawali, Nicholas Oktaras",Jen Savvy,0,,0.0
Compound 147,27,"    Alex, a young, wealthy investor, puts money into an experimental drug, hoping to find a cure for his fiancée's depression. His impulsive behavior inevitably causes him to lose everything for money and greed.",2014,"Short, Drama, Romance            ","Rob August, Tara Oslick, Franco Lentini, Jeff Tendall",Coleman Beltrami,0,,0.0
Instincts,8,    A young man falls in love while the object of his affection may not be all that it seems..,2016,"Short, Romance            ","Emmanuel Jalbert, Nicole Calkins",Victoria Virtue,0,,0.0
Milk and Cookies,12,    Two former lovers meet to discuss the future of their relationship.,2012,"Short, Drama, Romance            ","Matthew Gallenstein, Sydney Hawes",Jason Lee Pangilinan,0,,0.0
Art of Deception,20,    A secret love scandal tears a friendship between three young martial artists apart.,2011,"Short, Drama, Romance            ","Koji de Ramos, Kalina Rodriguez, Haurjie Guy, Geovanny Garcia",Timothy J. Lee,0,,0.0
Squirt,6,"    A dapper player, obsessed with checking off his 'Women To Do' list, finally meets his match one afternoon... and then gets more than he asked for.",2012,"Short, Comedy, Romance            ","Ray Arthur Wang, Lana Clark",Ray Arthur Wang,0,,0.0
Checkmate,97,"Guy Ali, betrayed by his wife and business partner, returns from prison to find that his sister has fallen behind on the home mortgage and faces foreclosure. Motivated by a ten million dollar prize, he enters a local, urban chess competition where he comes across quite a few interesting characters and situations! Can he save the house and redeem his honor? Can he love again?",2011,"Comedy, Drama, Romance            ","Kewin Muhammad, Terence V. Steele, Herrari Hamilton, B. Breezy","Ross Lee, Brian Michaels, Kewin Muhammad, Mary Redmon",0,,0.0
Piggy's Lament,30,"    On Female Prison Death Row, circa 1950s, Badette Kozcheck grapples with events that led to her incarceration. Unbeknownst to her, five nosy ghosts of execution-past still linger in the same cell corridors.",2014,"Short, Drama, Romance            ","Maren Alford, Grayson Brooks, Taylor Brooks, Allyn Carrell",Stacy Cunningham,0,,0.0
Prejudice and Pride,0,    Two young ladies debate their romantic options.,2017,"Short, Romance            ","Phoebe Jones, Katie O'Connor",Christian Dines,0,,0.0
A Choice to Yield,90,"    A group of ladies with strong friendships, provide support to each other on issues of career, family and relationships.",2015,"Comedy, Drama, Romance            ","Mary Wityshyn, DJames Jones, T. Justin Hooper, Jennifer Van Leigh","Jonathan W. Hickman, Bobby Peoples, Renee S. Warren Peoples",0,,0.0
Shayna,0,Add a Plot,2013,"Short, Romance            ","Jenna Larson, Aaron Veach",Willy Adkins,10,,5.7
Dirty Talk,3,    When taking home a girl you just met at a bar takes an unexpected turn in bed.,2013,"Short, Comedy, Drama            ",Cameron Van Hoy,Cameron Van Hoy,0,,0.0
"Rescue, Dallas Pets Alive",0,Add a Plot,2018,Romance            ,Taylor Koch,,0,,0.0
Dekker Asylum,19,    An escaped mental institution patient and a repair man's worlds collide while on the run.,2015,"Short, Adventure, Comedy            ","Laura Long, Bilal Mir, Philip Smithey, Whitney Ullom",Josh Miller,0,,0.0
LovesIck,14,    Two (literally) brokenhearted people find true love at an icky hipster house party.,2014,"Short, Comedy, Fantasy            ","George Benedict, Shane Carpenter, Russell Henson, Helen Highfield",Braedan Herrera,0,,0.0
Scared Crow,15,"Set in a rural English village in the autumn of 2009, a young isolated bride struggles to express herself. Yet when a new relationship helps her to find her voice, she discovers a violence and a strength within herself that she never knew she had.",2011,"Short, Drama, Romance            ","Jack Sandle, Victoria Yeates",Kerinne Jenkins,0,,0.0
Summer Haze,40,    A group of young adults struggle with identity as they navigate through the haze of their suburban summer.,2015,"Short, Drama, Romance            ","Joey Beesley, Samantha Beringer, Susannah Devereux, Taylor Dupuis",Blake Holland,0,,0.0
A Very Odd Engagement,15,"Commitment-phobic 40 something, Archie, is reluctant to propose to his shrewish girlfriend Diane, despite her insistence on marriage. Following a night of infidelity, Archie's fears of marriage and desire to conceal the truth from Diane culminate in a farcical downward spiral.",2018,"Short, Comedy, Horror            ","Carma Sharon, Tim Tari, Bethany Chandler, Keith Thomas",Gareth James,0,,0.0
On and Off,6,"    The two lead stars, Vanda and Libor, have very different 'on and off' camera relationships.",2012,"Short, Comedy, Romance            ","Bryce Biederman, Caitlin Cameron, Zachary Coker, Alan Zaki","Lucas Omar, Molly Speacht",0,,0.0
The Wrong Hands,0,Add a Plot,2010,"Animation, Comedy, Romance            ","Carlos Aleman, Jordan Black, Carin Chea, Julia Cho",Amedeo D'Adamo,9,,6.4
The Down Home Alien Blues,96,"Jorie Mikkalah, the beautiful alien commander and her strike force are sent to protect earth from destruction by extraterrestrial Devastators. When she is stranded and alone she joins forces with a Florida homicide detective investigating the unexplained deaths. They fall in love while evading humans and working together to stop the Devastators from killing everyone on earth.",2012,"Romance, Sci-Fi            ","Nathalie Biermanns, Jay Mitsch, Derek Partridge, Berenika Maciejewicz",C. Duke Marsh,0,,0.0
Géographie humaine,101,"    A documentary portrait of the Gare du Nord. Countless people pass through the station and cross it, whether they come from the Paris suburbs, provincial France or abroad.",2013,"Documentary, Romance            ",Simon Mérabet,Claire Simon,32,,6.9
Impossible Dreams,21,    Film buff Daniel's life turns cinematic when he discovers an otherworldly video store offering the best movies never made and meets the girl behind the counter.,2011,"Short, Romance, Sci-Fi            ","Ori Yaniv, Ayala Zilberman, Dina Yakerson, Maor Haroosh",Shir Comay,14,,8.4
Hearts,11,"    A Scottish Fairy Tale In The Making A young couple, visiting the Scottish Highlands as research for their fairy tale book, find themselves inside the world of their characters in a crazy adventure that is more than just a love story.",2012,"Short, Comedy, Fantasy            ","Matt Block, Yaiza Figueroa, Markoesa Hamer, Philip Todd","Matt Block, Markoesa Hamer, Yaiza Figueroa",0,,0.0
A Theoretical Proof for the Existence of Fairies,14,"    Grabulous Potts has always believed that fairies exist and is determined to prove it. When his fiance falls ill with a terminal disease, Grabulous has only one choice: to track down a fairy and make a wish.",2012,"Short, Drama, Fantasy            ","Laura Fedorowycz, Vasso Georgiadou, Adam McNamara, Rhys Wadley",Murdo MacLeod,0,,0.0
Last Days of Summer,3,"Last Days of Summer is an adaptation of a poem written in 2007. The film encapsulates the feelings of joy and the happiness of being lucky enough to have caught the last warm, sunny day of summer. The youthfulness and beauty of our leading lady is a vision of the life that summer gives and we follow this theme as we journey through the decades that were the 60's, 70's and 80's until we reach modern times. The film portrays a man's story from a chance meeting through a loving partnership that lasts a lifetime.",2011,"Short, Drama, Romance            ","Mike Fallon, Billie Trubridge",Tom J. Kelly,0,,0.0
The Promise,15,"    An old man struggles to take care of his wife who suffered from Alzheimer's. Although she can't remember him, she still feels his love.",2013,"Short, Drama, Romance            ","Deborah Berman, Brian Brummitt, William Frederick Knight, Perry White Jr.",Nongkhran Meecharoen,0,,0.0
The Homecoming,18,"A young gay Mormon man in Los Angeles tries to date men, but gets repeatedly dumped with a text message. When he reconnects with an old boyfriend a wrongly addressed text message becomes the reason for him leaving the city and going home to his Mormon compound. There the two worlds collide. Yet his hippie friend comes to rescue him.",2013,"Short, Comedy, Family            ","Andrew Adams, Josiah Black, Steve Caldwell, Blake Harrison",Jan Tussing,0,,0.0
"Beautiful, Sexy, Funny, Evil",3,Add a Plot,2011,"Short, Comedy, Romance            ","Angie Franssen, Oliver Martin, Tro Shaw",Samantha Simmonds Ronceros,11,,7.0
Love Handles,11,    A girl makes a fatal wish that her relationship is more like the relationships in romantic comedy movies. She wakes up in a romcom world and struggles to get back to the life she had wished away.,2017,"Short, Comedy, Romance            ","Elise Brown, Anna Darcy, Alex Durham, Erin Locket",Stephanie O'Brien,0,,0.0
Valentine,8,    Eric Nordstrom hasn't had a good Valentine's Day all his life. Finding refuge in a bar on the dreaded day he shares stories of his past Valetine's Days while wondering if today might be his day.,2016,"Short, Romance            ","Marques Causey, Amanda J. Hull, Megan Kaminsky, April Paul",Dustin Schmaus,0,,0.0
Eyes of Isla,9,"    A young woman, concerned with her ocular predicament, transforms her vision in this surreal, postmodern love story.",2010,"Short, Drama, Romance            ","Cory Driscoll, Juliana A. Morgan",Hali Gardella,0,,0.0
"Love, Factually",0,    Here's the social and physical science behind all your sex and relationship questions.,2016,"Short, News, Romance            ","Alexi McCammond, Anna Parsons",Bianca Consunji,0,,0.0
The Assignment,92,"Obie (Erica Marks) is second-in-command in the Vigils, an established student secret society at Trinity High School. Brother Leon (Adam McCort) enlists the Vigils' help, wishing to use their influence to convince students to sell overpriced fundraiser chocolates. When new student, Jerry Renault (Garrett Hnatiuk), refuses to participate, Obie attempts to persuade him to sell the chocolates. Obie and Jerry begin a secret romance, though Jerry continues to refuse to sell. As Obie witnesses the Vigils escalate their bullying and harassment tactics against Jerry, she is forced to examine her involvement with the elite group that once protected her, but that now seems ready to destroy everyone she cares about.",2012,"Drama, Romance            ","Erica Marks, Adam Dolman, Garrett Hnatiuk, Adam McCort",Cam Peters,0,,0.0
Come Back Hailey,30,"    When a jobless fuck-up loses his girlfriend, he recruits his friend to help get her back.",2014,"Short, Comedy, Drama            ","Nabil Vinas, Matthew Murumba, Carolina Ravassa, Memo",Ela Thier,5,,9.4
When the Wheels Fall Off,77,"    ""When The Wheels Fall Off,"" is a modern day portrait of dirty realism.",2016,"Drama, Romance            ","Michael Dickson, Ely Jackson, Charles Zuckermann, Kelsey Gillis",David M. McLoughlin,0,,0.0
Sweet Nothings,12,"    In order to retain her cafe, a pastry chef must find true love in one week or consent to an arranged marriage by her mother.",2015,"Short, Comedy, Romance            ","Elaitheia Quinn, Danny Chung, Tracy Wiu, Shanise Jordan",Emeka Francis Uwazurike,0,,0.0
Another Day,22,"After Julian survives the apocalypse, he's traumatized into believing nothing has changed within the world. He continues his daily routine of work, chores, and home until a mysterious woman crosses his path and brings him closer to the reality of the world's destruction.",2013,"Short, Drama, Mystery            ","Stephanie Ceballos, Nick Dobrowolski, James Hall, Morgan Middlebrook","Giancarlo Hernandez, Matt Jimenez",0,,0.0
Lost/Loved,4,"An experimental treatment of love, sex, and loss. In a stylish and isolated hotel room, two lovers act out their fantasies. In multiple styles and formats the camera explores the experience of a beautiful woman in the heights and depths of a passionate affair. Sexy and stylish, this film explores questions of intimacy, perception, memory, and sexual power dynamics. Starring Brea Grant. Written/Directed/Photographed by Henry Jacobson.",2010,"Short, Romance            ",Brea Grant,Henry Jacobson,0,,0.0
Destiny's Calling,95,"    When an unemployed construction worker hits the lottery for 200 million dollars, instead of life getting better; it gets worse.",2011,"Drama, Romance            ","Dez Cortez Crenshaw, Niesha Amos, Kamille Wynn, Shawntay Dalon",James C. Turner,21,,8.7
Side A Side B,78,"During a 44 hour long train journey from Guwahati to Mumbai, guitarist Aiban Joel Gogoi and his singer girlfriend Shivi realise they are headed in opposite directions. Side A Side B, a real world musical structured like a music album, features eight songs, performed and recorded live on the train. The film, hence, plays out in eight scenes (apart from the Intro and the Bonus Track in the opening and closing credits) shot with two phone cameras in eight long takes. The musical juxtaposes two contrasting worlds and perspectives employing two contrasting narratives from the 90s. The sacred realism of the Dogme narrative (preserved by long takes and live music on location) is intercut with the time and space jumping aesthetic of the music video narrative. The young musician-actors have sung and performed all songs themselves and the music director plays the musical narrator of the film. Most of the film was shot on the Kamakhya Express that departed Guwahati on July 7th night by an eight people guerrilla unit in 44 hours.",2017,"Drama, Musical, Romance            ","Rahul Rajkhowa, Shivranjani Singh",Sudhish Kamath,0,,0.0
My Butterfly,27,"A tragic love story, inspired by the music and times of Maria Callas, this 1950's period piece plays like an opera. Jack, a handsome young man meets Maria, a beautiful writer, and the two develop a relationship that parallels the intensity of the accompanying sound track of arias, mainly sung by Maria Callas. The situation is complicated when their relationship is challenged by a highly intense, powerful, and stunning young woman Eve, who appears on the scene.",2011,"Short, Drama, Romance            ","Luke Darnell, Michelle Ghossn, Alexandra Vino, Gaia Matisse",Joe Pomarico,0,,0.0
We War,5,"    Sarah, a spirited young lady who works as a spy for the Dutch Resistance during World War II, scarcely manages to escape from a prison camp. When she arrives home, she is forced to choose between duty and love.",2017,"Short, Drama, History            ","Dieuwke de Mooij, Mike Wijdenbosch",Sophie van de Pol,0,,0.0
Blur Blue,14,"    In a blur blue second in a fish tank, a girl and a boy have a crush on each other. What if their reality and dreams build up a highly complex cloud of wishes and boundaries?",2014,"Short, Romance            ","Marius Flucht, Sonja Polligkeit",Sonja Polligkeit,0,,0.0
Heart of Paradise,0,"    Two winemaker bachelors collide with a mother-daughter duo who make a surprise arrival at Heart Hill Vineyard. A double romance blossoms in unexpected soil, warming a widower's heart and changing the course of a young bride's life forever.",2017,"Short, Romance            ","Casey Biggs, Martha Hackett, Spencer M.N. Oberan, Allie Pratt",Dina Mande,0,,0.0
Popcorn,5,Add a Plot,2014,"Short, Comedy, Romance            ","Alan Mandel, Elena Saurel",,0,,0.0
When Fact Met Fiction,10,"""When Fact Met Fiction"" is a sitcom style web-series that follows the people who work at Southern Sunset Magazine. They each have their dilemmas. Especially, the Frank family. Celeste Frank is trying to keep her growing business from falling apart. Sunny Frank, Celeste's 16 year old daughter needs to find a way to pay off the mailboxes she has backed over so she can finally get her drivers license. And most importantly, Jon Frank wants to win the heart of Southern Sunset's new editor Olivia Smith without her finding out that he is famous romance writer Nathaniel Embers.",2016,"Comedy, Drama, Romance            ","Rebekah Babelay, Jeff Ryan Alexander, Carol Anderson, Mondy Carter",,0,,0.0
Convergence,22,"    After a long term relationship comes to an end Jason finds the girl of his dreams. The problem is this beauty only exists in his dreams, at least that's what Jason believes.",2013,"Short, Romance            ","Cole Gerdes, Victoria Savage, Heather Cooney, Len Cordova",Tony Rayner,0,,0.0
Lucy and the Stars,16,"    A girl, a girl, and a star headed straight for Manhattan.",2015,"Short, Adventure, Comedy            ","Jessica Cherniak, Evan Maltby, Kathleen O'Neal, Kerri Sohn",Gwynna Forgham-Thrift,0,,0.0
Samantha,15,Add a Plot,2012,"Short, Drama, Horror            ","Jordan Imray, Aniko Kaszas, Bo Martyn, Jordan MacKinnon",Rob Comeau,0,,0.0
The Borrowed Wife,50,Add a Plot,2014,"Drama, Romance            ","Camille Prats, Charee Pineda, Rafael Rosell, TJ Trinidad",,0,,0.0
Pacific Standard,0,"    A sexy fashion designer and disillusioned screenwriter use their experience to charm their way through the younger, hotter dating pool of sultry Venice Beach until an unlikely blind date forces them to reevaluate their pursuit of love.",2014,"Short, Romance            ","Nathan Anderson, George Gianfrancisco, Erica Leerhsen, Dru Mouser",Markus Redmond,0,,0.0
City Limits,13,"Two post-grads, Emma and Clayton, who move out to the big city to follow their goals and dreams. When Emma gets a job at a big name advertising company, Clayton is left in her shadow as he struggles as a starving journalist yearning for a job. This film focuses on their relationship as their friendship unravels when one succeeds and the other doesn't. They both are faced with options of of staying true to who they are or changing to fit the molds of their career.",2014,"Short, Drama, Family            ","Bee Avila, Bryan Bergman, Tiffany Kieu, Mike Simpson",Kevin Jon Munoz,0,,0.0
Absolutely Positive,28,"Absolutely Positive is a dramatic short film that follows four characters, all from different walks of life, as they get tested for HIV. It shows the events of why they decide to get tested, the thoughts that run through their minds as they wait for their results, and how they decide to live their lives after discovering their results. Displaying a truthful insight into the many worlds and faces of HIV, Absolutely Positive sheds light on the importance of personal accountability as well as lack of discrimination, showing that HIV has no limits and knows no bounds. It only takes one person and only one time.",2012,"Short, Drama, News            ","Jenny Austin, Tavis L. Baker, Steve Bearden, Jodi Burgess",Anthony Williams,8,,9.2
8.3,9,"A young, unassuming girl goes on a murderous rampage to try and 'purify' the technologically advanced modern society. She is calculated and rational: every step she takes is thought about ten times before it's taken. Little gives her hope in such a despicably preoccupied world except for the one person who has managed to earn her trust. When he betrays her in a familiar way, she must take drastic measures. Symbolic and provoking, '8.3' is an important social commentary on what our society has become and how to deal with it.",2015,"Short, Drama, Romance            ","Chris Allison, Isabel Neve, Clementine Quittner, Eli Stern",Eli Stern,0,,0.0
Fade,8,"    After a long and heated argument, Della's boyfriend attempts to kill her. In the middle of the attack, he seemingly changes his mind and backs off. As Della catches her breath and turns to confront him, she discovers something truly shocking .",2016,"Short, Drama, Romance            ","Michelle Fahrenheim, Oliver Park",Mark Owen,0,,0.0
Crimson and Clover,95,    A coming of age teenage love story set in the early 1960's.,2014,Romance            ,"Joseph Thomas Bailey, Marshall Baldwin, Jessica Barr, Brett Barron",Isaac Medeiros,16,,5.0
"My Daughter, My Rules",7,    A father's struggle with a daughter who is coming of age. Through an explosion of dance and a riddle of words the father just about manages to get his message across.,2013,"Short, Comedy, Drama            ","Callum Bicknell, Nick Murray Brown, Virge Gilchrist, Aggy K. Adams",Ross Casswell,0,,0.0
Chameleons,18,"O is a mysterious man doing a rather mysterious job. He is a Chameleon. He drifts around the city of Edinburgh during the day and meets people who ask him to be someone else. An actor, a father, a lover, a lost son. During the night he meets with a girl. A mysterious girl just like him. Only this day a heavy sudden storm will bring them even closer.",2014,"Short, Drama, Mystery            ","Madeleine Ash, Louise Susan Burke, Sean Michael Errey, William Findlay",Giorgos Iliopoulos,0,,0.0
Fast Hearts,13,    'Fast Hearts' chronicles the impromptu romance between two women over the course of one weekend.,2015,"Short, Drama, Romance            ","Lelia Symington, Danene Montella",Franck Tabouring,10,,6.8
Isabel: A Love Story,0,"    Isabel is a feature romance/drama about a broken family. An ex-husband who's been unable to move on after his wife left him, a father who's lost touch with his daughter, a man who has one last chance to redeem himself.",2014,"Comedy, Drama, Family            ","Jon Briddell, Benjamin Wade, Anna Shields, Julian Walker","Jack Skyyler, Joel Brook",0,,0.0
The Belle of New Orleans,6,Add a Plot,2013,"Short, Romance            ",Tamberla Perry,Vaun Monroe,0,,0.0
Fish!,8,Jeff is a chef with big dreams and an even bigger fish. He's sure his prize salmon will help him win Fish Chef of the Year award - and a one-way ticket out of his dull seaside town. With the judge arriving the next morning he heads home early to get some rest. But on the way he's lured into a local swimming pool by an insatiable mermaid. Now he has to make a choice - satisfy his libido in the lido or keep focused on the future.,2011,"Short, Comedy, Fantasy            ","Francesca Brown, Francesca Brown, Joe Burns, Ewen MacIntosh","Mark Eccleston, Damian Samuels",8,,7.9
Wide Awake,25,    Darren wakes up on the morning after his college graduation and must piece together his patchy memories to track down a mysterious girl from the night before.,2015,"Short, Drama, Romance            ","RJ Brown, Erika Henningsen, Mary Little, Drew Ariana",Ankur Sohoni,0,,0.0
Love Heist,7,"Love Heist is an explosive cocktail filled with tension and mistrust between two high profile thieves, Ella and Jack. They have pulled off the perfect heist, however, complications arise when love gets in the way. Love among thieves is a deadly proposition.",2012,"Short, Comedy, Drama            ","Emilian Chis, Emma Walmsley, Adam Ward",Peter Claproth,0,,0.0
Dating & Waiting,26,"    Dating & Waiting takes you on an interesting journey following two polar opposite sisters, Geneva and Chasity who decide to take the road less traveled: abstinence.",2017,"Short, Comedy, Drama            ","Candice Lenoir, LaCora Stephens, Scott St. Patrick, Van Brown",Lawrence Saint-Victor,0,,0.0
Dating Avi,0,Add a Plot,2014,"Short, Romance            ","Stephanie Aleksanyan, Tammy Barr, Alex Bernstein, Josh Breslow",Kenneth A. Carlson,0,,0.0
Temporary Spirits,79,"    Temporary Spirits, a dark romantic comedy about four people that share the same dreams.",2011,"Comedy, Fantasy, Romance            ","Peter Barfield, Steven Swan, Kate Marshall, Vicky Gaskin",James Sharpe,69,,5.1
Kid Gambled,14,"Peer-pressured to steal a case of beer by his hooligan friends, a stoned anxiety-stricken teenager wobbles through the aisles of a Las Vegas convenience store battling his own self doubts and wild hallucinations. Featuring Fred Melamed (A Serious Man, In a World, Lady Dynamite).",2016,"Short, Comedy, Drama            ","Fred Melamed, Jacob Melton, Jack Begert, Connie Ennis",Alexander Familian,0,,0.0
The Saudi Promise,6,"Anas, a 23-year-old Saudi and also our male protagonist, waits in a diner for his ride to the airport so he can finally go home. Jamie, a 22-year-old American and our female protagonist, barges in and convinces him not to leave. We realize through the conversation that they were in a long relationship, with Jamie having different expectations of Anas really is. The short ends on them having another fight and Jamie giving up on Anas and leaving him for good.",2016,"Short, Drama, Romance            ","Waleed Hussain, Angelica Olson, Aziz Twaijri",Aziz Twaijri,0,,0.0
Love Is...,25,"    During a difficult time in the marriage, a husband demonstrates to his wife how their wedding vows are not easily broken.",2011,"Short, Drama, Romance            ","Lorrie Chilcoat, Jessica Carr Cook, Ahmad Dugas, David Hanson",Ahmad Dugas,0,,0.0
The Way We Were,9,    A young man having trouble in finding a balance between his professional and personal life.,2012,"Short, Drama, Music            ","John Karbousky, Ekaderzina Khodaeva, Aleshya Uthappa",Shardul Sharma,0,,0.0
I Love My Wife,28,    A short movie about pure love and pure insanity. 'I Love My Wife' follows the unique story of a young couple trying to take life one day at a time as they deal with the wife's mental disorder.,2011,"Short, Comedy, Drama            ","Rachel Star Withers, Kevin Helms, Anthony Young, Kathy Stampolis Maximov","Rachel Star Withers, Erich Thumm",0,,0.0
Losing Julia Finch,108,"    A mirthful meditation on the life of a writer from North Idaho, set in the key of lust, loss and libations. A brief, deviant dance with the infinite spirit; a moment in time sprinkled with carnal pixie dust.",2017,"Comedy, Romance            ","Mark Kuntz, Kirsten Buch, Will Pinson Rose, Miles Duffey",Jeff Bock,0,,0.0
The End of the Dock,0,Add a Plot,2016,"Short, Drama, Romance            ","Thais Maya, Cassidy Mitchell",Evan Morgan Jones,0,,0.0
Rush,87,"    RUSH is a comedy about six college freshman rushing fraternities and sororities, only to have their relationships change forever.",2011,"Comedy, Romance            ","Dillan Arrick, Lindsay Chambers, Michael DeMarco, Dan DeSalva","Sarah Jane Inwards, Alec Ziff",10,,7.6
Permanence,10,    Stanley and Rebecca engage in the most illegal of activities - love.,2013,"Short, Drama, Romance            ","David Alexander, Hannah Bryan, Akeem McMichael, Kareem McMichael",Calvin Johnson,0,,0.0
Except for Us,11,    John travels through time to save his failing blind date with Kim.,2014,"Short, Romance, Sci-Fi            ","Andrew Ridings, Patricia Zeccola","Peter LaSala, Christopher Ventura",6,,8.3
A Teaching Game,25,"A young man grapples with a life-changing decision between his ambition and his relationship with the girl he loves as he confronts himself in the bathroom mirror of his apartment; he cannot have both. This internal struggle to choose either to pursue his career as a young artist or to follow the love of his life as she moves away for college is neatly paralleled with an intricate match of the traditional Chinese board game 'Go', played out between an old man and a young boy. In the end he will ultimately make his choice, but which one will he choose? More importantly, which one will he leave behind?",2012,"Short, Drama, Romance            ","Mitchell Przybilla, Grace Miazga, Gerald Mason, Daniel Finlaison",Akash Sherman,0,,0.0
Duplicity,8,    A quiet actor must decide where her loyalties lie when a quiet evening spirals out of hand.,2017,"Short, Drama, Romance            ","Nathalie Barclay, Guy Clark, Jessica Phillips",Nathan Miller,0,,0.0
Save a Life,16,"Save a Life is the story of Jonna, an unassuming and skittish young woman, who is incapable of harming a fly. But when she accidentally kills her fiance she agrees to a desperate deal with Death that puts her good nature and impeccable moral standards to the ultimate test.",2010,"Short, Comedy, Fantasy            ","Rachel Charles, Melinda Bennett, Charlie Glackin, Akihiro Kitamura",Anna Marcea,0,,0.0
Soul Mates,10,    A young international couple meet for the final night of an affair,2013,"Short, Drama, Romance            ","Sonja Zobel, Simon James",Simon James,0,,0.0
She's with Me,90,"When an IT guy meets a beautiful girl who dreams of being an actress, he pretends to be a big shot producer to win her over. With the insistence of her suspicious friends, she continually tests to see if he is the real deal. This leaves him no choice but to desperately keep up the illusion, because he finds himself falling in love with her.",2013,"Comedy, Romance            ","Suzanne LaChasse, Trish Cook, Monti Washington, Brittany Anne Woodford",Stephen Langford,52,,4.4
Around Her Finger,18,Monica is one of the lucky few that has found the love of her life of so she thinks. This film present an interesting story about a woman who has a man who wants to marry her but she's not sure if she really is ready to take the big leap of faith. We are invited to see Monica make the decision to move her life forward.,2011,"Short, Drama, Family            ","Marissa Galloway, Ernest Pierce, Amber Tope, Danny Whitehead",Noma Abbe,0,,0.0
Ice,7,"    A man turns to drugs to overcome his crippling shyness, with some unexpected results.",2010,"Short, Comedy, Romance            ","Dorian Hiscock, Erin Murphy, Dan Purdey, Shelley Semo",Leo Flander,0,,0.0
The Swinging Tree,17,"    A young girl named Sophia decides to run away from home with her lover, Alicia, to avoid facing her father's pending death.",2017,"Short, Drama, Family            ","Hannah Celeste, Lisa Renee, Landyn Rosemond, Mark Schaefer",J. Daniel Rivera,0,,0.0
Ur Mines,7,"    On a single day in London, a jaded saxophone player and a frustrated photographer make a seemingly random connection as they bond over their common artistic and personal struggles.",2018,"Short, Drama, Romance            ","Chioma Anyanwu, Ozy Reigns",Jeff Lucky,0,,0.0
Atlanta to New York,0,"A romantic comedy set in 2 cities. Montrell Simmons is a young actor on the rise living in Atlanta. On the brink of success, he flies from Atlanta to New York to propose to his girlfriend Jasmine. His nephew, Ed Little, comes from New York to Atlanta for a big job interview with the Black Television Network and crashes at his condo. While Montrell is wining and dining Jasmine, leading up to the big question; his clumsy and goofy nephew Ed is trashing his crib as he get ready for his big interview. Faced with the pressures of Montrell's newly found success as an actor, the media attention, and his groupies, Jasmine is unsure if she wants to take the next step and become his wife...",2013,"Comedy, Romance            ","Natalie James Taylor, Elle Conner, Kim Wacker, Angela Oberer",Terence V. Steele,0,,0.0
Parts of the Same Circle,120,"    11 storylines that revolve around the theme of death not being apart from life but rather an integral part of it, interweave as people cope with the reality and meaning of death.",2012,"Drama, Family, Mystery            ","Jim Tharp, Dann Seki, Allan Okubo, Elissa Dulce Hoopai","Denny Hironaga, Eric Nemoto",0,,0.0
Living the Life,0,Add a Plot,2013,"Comedy, Drama, Reality-TV            ","Trishelle Cannatella, Amanda Kimmel, Jonathan Duhamel, Jamie Gold",,0,,0.0
Charlie,23,    Charlie is short drama film about the journey of a struggling young teen who's starting his transition from male to female while dealing with his feelings towards his new stepfather.,2016,"Short, Drama, Romance            ","Thomas Grant, Juliana Pflaumer, Allen Turing, Charlotte Boud",Maitha Alawadi,0,,0.0
Damned If You Do,93,"In order to find happiness a quirky therapist seeks the help of her patient. Dr. Billie 'Spin' Porter (Anatoli Grek), 29 is badgered by her mooching brother and pretentious mother to spend less time with her cat and more time with a potential suitor. In a moment of despair she conveniently marries her patient, Robert Abreu (David Carranza), a closeted homosexual who must wed a woman to fulfill his dying father's last request. The newlyweds soon discover their peace is momentary and their fictitious union has consequences.",2012,"Comedy, Drama, Romance            ","Anatoli Grigoriadou, David Carranza, Jesse Bride, Julio Antonio Mora",Enrique Novello,0,,0.0
Up and Down,13,"    Trying to get the attention of a boy at school, Emily practices his hobby of yo-yo(ing). But the difficulties of love are more complicated than the tricks she is trying to learn.",2014,"Short, Drama, Romance            ","Lee Booker, Bruce Novakowski, Ama Bennington, Tony Giroux",Jason Karman,7,,7.3
