title,runtime,des,date,genre,cast,director,vote,gross,rating
Heston's Great British Food,0,Add a Plot,2013,Documentary            ,Star:Heston Blumenthal,,40,,8.4
Vinny the Chin: The Long Island Legend,96,"    ""Vinny the Chin -- viral video star and self-proclaimed hottest Guido on the planet - goes through his seasonal ritual of preparing the whole winter to party in the Hamptons Memorial Day ...                See full summary »",2011,Documentary            ,"Michael Allen, Vincenzo Ferraro, Keith Orpheus",Carmine Caracciola,15,,5.8
Souls of Zen,89,    This documentary presents perspectives on Buddhism as practiced by clergy and millions of families in Japan today by drawing on ethnographic fieldwork about prayer practice and mortuary ...                See full summary »,2012,Documentary            ,"Tomonori Abe, The Dalai Lama, Taio Kaneta, Toshiaki Kimura","Tim Graf, Jakob Montrasio",30,,8.7
Natural Born Outlaws,0,"    John Dillinger, Bonnie and Clyde, Al Capone: these are just some of America's most notorious outlaws. Their violent crime sprees are the stuff of American legend, but there are two sides to...                See full summary »",2015,Documentary            ,"Chriss Lyon, Julian Bailey, Charlotte Legault, Alex Bird",,8,,8.6
Zombies: A Living History,0,    Zombies: are they real? Every culture creates its own version of a zombie. There have been diseases in history that have mimicked behavior of a zombie virus. The plausibility is there. You ...                See full synopsis »,2011,Documentary            ,"Peter Outerbridge, Steven Schlozman, Daniel W. Drezner, Jonathan Maberry",David V. Nicholson,137,,6.8
"Mad Marc Rude: Blood, Ink & Needles",104,"    Told by people who knew him. Marc's abrasive personality, intimidating looks and knack for being brutally honest gained him as many enemies as he had friends. His drinking, drug use and his...                See full summary »",2014,"Documentary, Biography, Music            ","Marc Rude, Pleasant Gehman, Anthony Ausgang, Iris Berry",Carl Schneider,26,,7.7
Shakespeare v Jack the Ripper,0,"    The shocking link between William Shakespeare, the Jack The Ripper murders, the Freemasons and Hollywood.",2018,"Documentary, Biography, History            ","The shocking link between William Shakespeare, the Jack The Ripper murders, the Freemasons and Hollywood.",,0,,0
Burden of Genius,0,"    In 1967, Dr. Thomas Starzl stunned the world with the first successful liver transplantation. His breakthrough provoked controversy. Critics accused him of recklessness, even murder. Others declared it the beginning of a medical revolution. ""Burden of Genius"" is the story of an innovator as complex and elusive as the biological secrets he unlocked. It is also a reflection on the price of ...                See full summary »",2017,Documentary            ,"Kareem Abu-Elmagd, Thomas Burke, Ronald Busuttil, Arthur Caplan",Tjardus Greidanus,8,,8.9
The Fred Effect,53,"    This is a biographical documentary about Fred Goldberg: an Olympia, Washington business man, art collector, and philanthropist that is doing his part to make the world a better place.",2014,"Documentary, Biography            ","This is a biographical documentary about Fred Goldberg: an Olympia, Washington business man, art collector, and philanthropist that is doing his part to make the world a better place.",,0,,0
Farm Crime,85,"    From brazen beehive heists to contemporary cattle rustling, Farm Crime is a true crime documentary series investigating unconventional offences in the world of farming and agriculture.",2018,Documentary            ,"From brazen beehive heists to contemporary cattle rustling, Farm Crime is a true crime documentary series investigating unconventional offences in the world of farming and agriculture.",,0,,0
Biting Elbows: For the Kill,5,"    The official music video for Biting Elbow's ""For the Kill"" showcases the making of Hardcore Henry.",2016,"Documentary, Short, Music            ","Haley Bennett, Sharlto Copley, Andrei Dementiev",Ilya Naishuller,78,,7.4
DSKNECTD,98,"    An exploration into how smart phones, social media, and the Internet are profoundly changing the way we interact and experience each other - for the good and for the bad.",2013,Documentary            ,"Daniel Chouinard, Christopher Cacciacarne, Adam Gazzaley, Jonathan Gratch",Dominic H. White,87,,7.2
Alex Jones: Fertility & Me,43,"    Alex Jones explores the emotional issues of fertility, having decided to try for a child at the age of 38 with her new husband. As she finds out about her own fertility she discovers how science is helping those struggling with fertility.",2016,Documentary            ,Star:Alex Jones,Anna Keel,5,,5.0
Enter Stage 4,55,"    This story follows the journey of 2 dancers who are best friends in Los Angeles, one of which has been diagnosed with stage 4 breast cancer. The film explores what it is like for a friend, ...                See full summary »",2017,Documentary            ,"Trycia Carlberg, Cory Almeida, Tera Bonilla, Erica Bryn Brookhart",Erica Bryn Brookhart,7,,8.6
The Queen of Ireland,86,    Documentary about the life of Irish drag queen Panti Bliss.,2015,"Documentary, Biography            ","Declan Buckley, Phillip McMahon, Una Mullally, David Norris",Conor Horgan,307,,7.7
Sean Connery: In His Own Words,60,"    Featuring archive interviews with Sean Connery from over 50 years in the business. Friends, actors and directors including Robert Carlyle, Dougray Scott, Laurence Fishburne, Terry Gilliam ...                See full summary »",2015,Documentary            ,"Martine Beswick, Robert Carlyle, Sean Connery, Laurence Fishburne",Pete Stanton,15,,7.2
Everybody Has an Andy Dick Story,73,"    Documentary detailing funny, outrageous, positive stories about Andy Dick. Interviews range from club bouncers to celebrities. This Is Your Life meets Comedy Central Roast.",2016,"Documentary, Comedy            ","Lucas Astrom, Byron Bowers, Reginald Bradford, Benjy Bronk",Cathy Carlson,8,,7.2
Sugar Town,85,Add a Plot,2018,Documentary            ,Shan Nicholson,,7,,9.1
Double Play: James Benning and Richard Linklater,70,"    In 1985, filmmaker Richard Linklater began a film screening society in Austin, Texas, that aimed to show classic art-house and experimental films to a budding community of cinephiles and ...                See full summary »",2013,"Documentary, Biography            ","Sandra Adair, James Benning, Richard Linklater",Gabe Klinger,142,,6.8
Hell on Wheels,8,    Documentary short featuring UK roller derby team London Rockin' Rollers as they prepare for their end of season Intraleague 'friendly'.,2016,"Documentary, Sport            ",Documentary short featuring UK roller derby team London Rockin' Rollers as they prepare for their end of season Intraleague 'friendly'.,,0,,0
Humanity from Space,116,"    Trace humankind's long journey from hunter-gatherer to dominant global species. From the perspective of space, this two-hour special uses mind-boggling data and CGI to disclose the ...                See full summary »",2015,Documentary            ,Star:Kasper Michaels,Duncan Copp,69,,7.2
A Year with Armin Van Buuren,52,"    The documentary gives the viewer a look inside Armin's life. From his parental house to the private jets. It brings you from empty hotel rooms to the heat of the moment, as 100,000 clubbers...                See full summary »",2012,Documentary            ,Star:Armin van Buuren,"Max Maloney, Oscar Verpoort",151,,8.0
Down to the Earth's Core,90,Add a Plot,2012,Documentary            ,Star:Jason Alan Carvell,Yavar Abbas,90,,7.9
The Lady in the Van: Playing the Lady - Maggie Smith as Miss Shepherd,6,Add a Plot,2016,"Documentary, Short            ","Nicholas Hytner, Alex Jennings, Maggie Smith, Roger Allam",,10,,7.5
Two Hats,87,"    In 1998, Brad and Deborah Wells left the comfort and familiarity of their home in Boise, Idahoand moved their family to the remote jungles of Papua New Guinea. Today, they continue to ...                See full summary »",2012,Documentary            ,"In 1998, Brad and Deborah Wells left the comfort and familiarity of their home in Boise, Idahoand moved their family to the remote jungles of Papua New Guinea. Today, they continue to ...                See full summary »",,0,,0
Dolphins: Spy in the Pod,60,"    The award-winning team behind Penguins - Spy in the Huddle use hidden cameras to go into the heart of the dolphins' world, offering the chance to encounter dolphins up-close.",2014,Documentary            ,Star:David Tennant,,119,,8.2
Hitler's Space Rocket,46,    The Nazis knew it was their last chance. The British knew it was the deadliest threat they'd ever face. And the Americans knew it could fall into the wrong hands. The V2 rocket quickly ...                See full summary »,2015,Documentary            ,"Nico Birnbaum, Christian Harting, Ralf Tempel, Volkram Zschiesche",Andreas Gutzeit,12,,7.0
Rise & Shine: The Jay DeMerit Story,90,    A documentary on the rise of professional soccer player Jay DeMerit from being overlooked in the U.S. to struggling in England to World Cup player recognition.,2011,"Documentary, Biography, Family            ","Jay DeMerit, Karen DeMerit, Todd DeMerit, Michael J. Jameson","Nick Lewis, Ranko Tutulugdzija",126,,7.3
Southern Pride,88,    A documentary about people from two towns in Mississippi organizing gay and black pride events in Trump's backwater America.,2018,Documentary            ,"Lynn Koval, Shawn Perryon Sr.",Malcolm Ingram,6,,4.0
Muse of Fire,83,    Two young London actors set out together to face the greatest challenge in the world of acting - Shakespeare.,2013,Documentary            ,"Ian McKellen, Judi Dench, Mark Rylance, Ralph Fiennes","Dan Poole, Giles Terera",89,,7.7
Disco'd,73,"    Set on the streets of Los Angeles at night, Disco'd focuses on the lives of homeless residents.",2018,Documentary            ,"Set on the streets of Los Angeles at night, Disco'd focuses on the lives of homeless residents.",,0,,0
"My Dad, the Peace Deal and Me",59,"    Patrick Kielty, an Irish Comedian, travels back to Northern Ireland to see how successful the peace process and the Good Friday Agreement has been 20 years later. Kielty voted for the ...                See full summary »",2018,Documentary            ,Star:Patrick Kielty,Leo Burley,12,,8.2
Shrek: Once Upon a Time,59,Add a Plot,2011,Documentary            ,"David Tennant, Antonio Banderas, Richard Blackwood, Bill Damaschke",,9,,5.6
TCM: Twenty Classic Moments,34,"    Ben Mankiewicz recounts great moments and memories, on-screen and off, from the twenty-year history of Turner Classic Movies.",2014,Documentary            ,"Ben Mankiewicz, Alec Baldwin, Ned Beatty, John Boorman",,15,,7.2
The Living Thames,60,"    Introduced by Sir David Attenborough, and presented by environmentalist Chris Baines, The Living Thames is an odyssey along the river as it meanders through London and flows out to sea, exploring its ever-changing ecology.",2018,Documentary            ,"Introduced by Sir David Attenborough, and presented by environmentalist Chris Baines, The Living Thames is an odyssey along the river as it meanders through London and flows out to sea, exploring its ever-changing ecology.",,0,,0
The Surgery Ship,78,"    A team of volunteer doctors and nurses are on board a unique ship. Crammed with medical supplies and volunteer medics, this floating hospital sails to the poorest nations on earth. This ...                See full summary »",2015,"Documentary, Adventure, News            ",Madeleine Hetherton,,29,,8.7
"Higgi, Inspiring Voices",93,    A feature-length documentary that chronicles Edward Higginbottom's last weeks as the Choirmaster of New College Choir that he led for thirty-eight years.,2018,Documentary            ,Star:New College Choir Oxford,"Loïc Porcher, Philippe Reypens",13,,9.5
Strung Together,80,"    From its humble beginnings to its recent resurgence, the cigar box guitar has been proving to people over and over again that it's not simply a novelty instrument. This film takes a close ...                See full summary »",2015,"Documentary, Music            ","Justin Johnson, Joe Vitale, Matty Baratto, Merlin Miller",Jon Miller,7,,9.0
The Dreamers' Field,65,"    Three alienated kibbutz members are frustrated with their boring lives in Israel. They decide to pursue their goals in London, and are set on becoming a rocking band, with hopes of finding new meaning to their lives.",2017,"Documentary, Drama, Music            ",Noam Stolerman,,37,,8.9
Countdown: Do Yourself a Favour,0,Add a Plot,2014,Documentary            ,Add a Plot,,0,,0
The Quiet Zone,45,    A community of electrically sensitive people is fleeing to a remote mountainous region of West Virginia called the National Radio Quiet Zone. In the shadow of one of the world's largest and...                See full summary »,2017,Documentary            ,"Daniel Froidevaux, Elisa Gonzalez",,7,,7.7
Tiger Tiger,90,"    Tiger Tiger follows Dr. Alan Rabinowitz, renowned big cat conservationist, as he travels deep into the primordial landscape of the Sundarbans - a tidal mangrove forest spanning the ...                See full summary »",2015,"Documentary, Adventure, Biography            ",Star:Alan Rabinowitz,George Butler,7,,7.3
Dennis Viollet: A United Man,65,"    Directed by Rachel Viollet, and featuring interviews with soccer legends; Sir Alex Ferguson, Bryan Robson, Denis Law, Nobby Stiles and Paddy Crerand, this inspiring documentary showcases ...                See full summary »",2016,"Documentary, Biography            ","Ringo Cantillo, John Cassidy, Roy Cheetham, Bobby Clayman",Rachel Viollet,15,,8.7
Untitled (Human Mask),19,"    In the aftermath of Fukushima, a mysterious fur covered creature performs in a ruined, deserted Japanese restaurant.",2014,"Documentary, Short            ",Pierre Huyghe,,16,,9.1
The World's Most Luxurious Airline,47,"    The battle for supremacy in first-class air travel is pushing airlines to up their game, from Michelin-style food to deluxe suites. This film follows Singapore Airlines as they invest 850 million dollars in suites to woo the super-wealthy.",2018,Documentary            ,"Sarah Alexander, Alex Cameron, Juat Fang Foo, Gertrude Louis",Charlie Slade,12,,6.0
The President's Bodyguard,80,"    Mick McElkenny is a retired bodyguard. Having protected both John F Kennedy, and Pope John Paul II during their visits to Ireland in 1963, and 1979, he is a man full of both stories, and memories, of a wonderfully full life.",2018,Documentary            ,Ryan Coney,,7,,8.9
Fatima the Ultimate Mystery,80,    A series of strange coincidences seem to indicate that the mysterious apparitions of Fatima have changed the course of history of these last 100 years.,2017,Documentary            ,"Eva Higueras, Fran Calvo, Carlos Cañas, Enric Chenoll",Andrés Garrigó,64,,6.4
"Delay, Deny, Hope You Die",55,"    After returning home from battlefields in Iraq and Afghanistan, American soldiers are developing serious illnesses as a result of past exposure to open-air burn pits on their own military bases.",2017,"Documentary, History            ",Gregory W. Lovett,,7,,8.9
Keepers of the Flame,85,    Documentary about how the Irish remember those who fought in the 1916 Easter Rising and the ensuing civil war.,2018,Documentary            ,Nuala O'Connor,,5,,8.0
Sacred Rivers with Simon Reeve,0,"    This excellent mini series of 3 episodes visits a sacred River in each episode, Simon is really adept at presenting in a relaxed manner as he explains many of the traditions, difficulties and cultures along each River.",2014,Documentary            ,Star:Simon Reeve,,77,,8.1
Heists,60,"    Documentary series revealing the stories behind some of the world's biggest heists, featuring eyewitness accounts and dramatic reconstructions of events.",2015,"Documentary, Crime            ","Eddie Marsan, Lloyd Sparsi, Ray Cooper, Billy King",,7,,6.6
Inside the Court of Henry VIII,56,"    Henry VIII is the most iconic king of English history. Part medieval tyrant, part renaissance prince, he ruled over his people as no king of England had ever done before. He took a country ...                See full summary »",2015,Documentary            ,"Samuel West, Robert Hutchinson, Susan Ronald, Tracy Borman",Peter Chinn,109,,7.0
In So Many Words,75,"    Lucy Daniels believes that a family secret told to her as a four year-old radically impacted the trajectory of her life, and set in motion a life-long debilitating mental illness. Born into...                See full summary »",2013,"Documentary, Biography, Drama            ","Lucy Daniels believes that a family secret told to her as a four year-old radically impacted the trajectory of her life, and set in motion a life-long debilitating mental illness. Born into...                See full summary »",,0,,0
Gerard Kikoine on Jess Franco,14,"    Gerard Kikoine talks about Jess Franco's early career as a sound mixing/dubber , his love for jazz music, as he discusses how he took over the job from his father, how he met producer ...                See full summary »",2011,"Documentary, Short            ","Gerard Kikoine talks about Jess Franco's early career as a sound mixing/dubber , his love for jazz music, as he discusses how he took over the job from his father, how he met producer ...                See full summary »",,0,,0
Proving God,44,Add a Plot,2011,Documentary            ,"Sean Carroll, J.V. Martin",,18,,5.1
The Story of a Danube Salmon,19,"    Underwater Documentary about the Huchen, endangered species that was once on the brink of extinction, now plays a pivotal role in the species' resurgence.",2013,"Documentary, Short            ","Underwater Documentary about the Huchen, endangered species that was once on the brink of extinction, now plays a pivotal role in the species' resurgence.",,0,,0
"Alan Partridge: Why, When, Where, How and Whom?",0,    Alan Partridge's journey from broadcaster caricature to award-winning study of pathos.,2017,"Documentary, Comedy            ","Steve Coogan, Peter Baynham, Phil Cornwell, Rebecca Front",Joe Fraser,79,,7.4
A Journey Into the Holocaust,93,"    A Journey Into The Holocaust is a detailed and deeply personal exploration into genocide and how something this atrocious happened, and continues to happen again and again - even in modern ...                See full summary »",2014,"Documentary, History            ","Paul Bachow, Michael Hayse, Dora Levin, Judith Miller",Paul Bachow,51,,7.8
History's Verdict,0,    A group of history experts from London's King's College has created this documentary series that tries to assess the key political figures of WWII.,2013,"Documentary, Biography, History            ",Star:Jonathan D. Mellor,,25,,8.1
In Search of Ted Demme,0,Add a Plot,2010,Documentary            ,"Paul Thomas Anderson, Jason Barry, Jerry Bruckheimer, Steve Buscemi",,42,,6.7
Shame on You,0,Add a Plot,2016,Documentary            ,Add a Plot,,0,,0
Planet Oil,0,    An excellent narration of oil industry since early days to 20th century and up to today. How oil changed the world and shaped our modern world today.,2015,Documentary            ,Star:Iain Stewart,,121,,8.4
Remembering 'Silent Trigger',18,Add a Plot,2014,"Documentary, Short            ",Add a Plot,,0,,0
The November Man: Brosnan Is Back!,7,    It has various cast crew extolling Pierce's virtues.,2014,"Documentary, Short            ",It has various cast crew extolling Pierce's virtues.,,0,,0
A Checklist for Murder,60,"    Robert Peernock is a man on a mission to expose government corruption. But his plan takes a shocking turn when his wife, Claire Lawrence Peernock, turns up dead and his daughter, Natasha, ...                See full summary »",2015,"Documentary, Crime            ","Talon Beeson, Kevin D. Benton, Gigi Gustin, Tariq James Arthur",Matthew Watts,8,,8.0
Her Aim Is True,70,"    Before Leibovitz, there was Jini... Her Aim Is True brings together musicians and rock photographers in an inspiring and unforgettable journey revealing unlikely rock 'n' roll photographer,...                See full summary »",2013,"Documentary, Biography, History            ",Karen Whitehead,,47,,7.8
CarTell.tv,0,Add a Plot,2012,Documentary            ,Add a Plot,,0,,0
Reiko Yamaguchi Exposed Next Door 2,0,Add a Plot,2010,"Documentary, Short            ",Add a Plot,,0,,0
North Pole Ice Airport,0,"    Every year, for one month only, a bizarre community springs up in the planet's most hostile environment. Men and machinery, parachuted onto the barren polar wastes from Russian transport ...                See full summary »",2012,Documentary            ,Star:Richard Hawley,,5,,5.4
Moon Shots 4K,56,"    The 56-minute documentary ""Moon Shots"" shows impressive ultra-HD photographs of the moon shots and tells thrilling stories from the Apollo era.",2015,Documentary            ,"Ralph Wagner, David Michael Williamson",Martin H. Schmitt,61,,6.6
The Last White Knight,78,"    In 1965, 21-year-old Torontonian, Paul Saltzman drove to Mississippi, volunteering as a civil rights worker with the Student Non-Violent Coordinating Committee. He was arrested, spending 10...                See full summary »",2012,"Documentary, Biography, History            ","Delay de la Beckwith, Jim Ingram, Donna Ladd, Jimmie Travis",Paul Saltzman,139,,7.2
The A.I. Race,55,"    The Discussion of Artificially Intelligence replacing Humans. And the Technological Increases of Artificial Intelligence (Moore's Law) Capabilities, Artificial Intelligence that learns.",2017,Documentary            ,,,23,,7.4
The Diamond Cutter,6,"    In New York City's diamond district, behind the glistening jewelry markets and through a maze of narrow corridors, sits a 92 year old diamond cutter named Max Fuchs.",2014,"Documentary, Short, Biography            ","In New York City's diamond district, behind the glistening jewelry markets and through a maze of narrow corridors, sits a 92 year old diamond cutter named Max Fuchs.",,0,,0
Left on Purpose,85,    Left on Purpose is a documentary film about the friendship between an aging anti-war activist who has decided that his last political act will be to take his own life and the filmmaker who is struggling to tell the story.,2015,"Documentary, Biography, Drama            ","Andrew Hoffman, Michael Ventura, Mayer Vishner","Justin Schein, David Mehlman",93,,8.0
The Things We Keep,73,"    In the age of non-stop news feeds, disposable media, and the constant self-documentation of our lives, we exist in a perpetual flow of impressions of the world. What remains on the retina? ...                See full summary »",2018,Documentary            ,"Alessandro Cassigoli, Casey Kauffman",,6,,9.0
Louder Together,52,    Louder Together is a feature documentary chronicling the journey fans and activist on two continents took to be part of the iconic 2016 Global Citizen Festivals in New York's Central Park ...                See full summary »,2017,Documentary            ,"Amitabh Bachchan, Coldplay, Leonardo DiCaprio, Ellie Goulding","Ryan Gall, James Marcus Haney",17,,7.4
Suffragettes Forever! The Story of Women and Power,60,"    Historian Amanda Vickery uncovers the 300 year-long campaign by women for political and sex equality in Britain, revealing the largely forgotten heroines (and a few heroes) who fought for the cause.",2015,Documentary            ,"Amanda Vickery, William Astor, Diane Atkinson, Mary Beard",,35,,7.0
Waiting for Ishtar,46,"    A conversation about guilty pleasures turns into one man's quest to find others on a library waiting list, while simultaneously examining the fate of the famous Hollywood bomb Ishtar (1987).",2017,Documentary            ,"A conversation about guilty pleasures turns into one man's quest to find others on a library waiting list, while simultaneously examining the fate of the famous Hollywood bomb Ishtar (1987).",,0,,0
Russkie evrei. Film pervyy. Do revolutsii,86,    The history of Jewish people in Russia up until the 1917 revolution.,2016,Documentary            ,Star:Leonid Parfyonov,"Sergey Nurmamed, Leonid Parfyonov",132,,7.9
Track Me If You Can,0,Add a Plot,2010,Documentary            ,Star:Aton Edwards,Paul Haddad,51,,6.9
The Confession,96,    A man returns from Bagram in Afghanistan and Guantanamo to tell the story.,2016,Documentary            ,Star:Moazzam Begg,Ashish Ghadiali,51,,6.8
Summer '82: When Zappa Came to Sicily,81,"    'Summer '82 - When Zappa Came to Sicily' is a 'homecoming story' of two families, Sicilian filmmaker Salvo Cuccia's and the family of Sicilian-American Rock icon Frank Zappa. Cuccia's story...                See full summary »",2013,"Documentary, Biography, Music            ","Dweezil Zappa, Massimo Bassoli, Mathilda Doucette Zappa, Tanino Liberatore",Salvo Cuccia,30,,7.2
Through the Weeping Glass: On the Consolations of Life Everlasting (Limbos & Afterbreezes in the Mütter Museum),31,"    A look at the collections of books, instruments and medical anomalies at The College of Physicians of Philadelphia and the Mutter Museum housed there.",2011,"Documentary, Short, History            ","Marie Fury, Derek Jacobi","Stephen Quay, Timothy Quay",53,,7.2
Fallen Titans,23,    A series where Quinton Reviews takes a look at old youtubers that were really popular back in the day but have fallen..like a titan.,2018,Documentary            ,"Quinton Reviews, Internet Historian, Fredrik Knudsen, TheGamerFromMars",,27,,6.9
Daily Docs,0,    DAILY DOCS is the story of five kids that live together in LA.,2015,Documentary            ,"Justin Escalona, Cameron Nisbet, Robert D'Andrea, Marissa Hastings",,5,,9.6
JonBenet Ramsey: The Truth and The Suspects,24,"    No matter how much you know about the JonBenet Case, you will know a lot more in just 23 minutes. And more than likely, you will view the case with a totally different prospective.",2016,"Documentary, Crime            ","No matter how much you know about the JonBenet Case, you will know a lot more in just 23 minutes. And more than likely, you will view the case with a totally different prospective.",,0,,0
Milk?,64,"    An inquisitive man sets out to find the facts about milk and discovers more about the growing controversy surrounding it. Throughout the journey, he is left with more and more questions ...                See full summary »",2012,"Documentary, News            ","Sebastian Howard, Neal Barnard, T. Colin Campbell, Robert Cohen",Sebastian Howard,280,,5.7
Penny Slinger: Out of the Shadows,98,"    ""Penny Slinger - Out Of The Shadows"" is the incredible, untold story of the British artist Penny Slinger and the traumatic events that led to the creation of her masterpiece, the 1977 photo-romance, 'An Exorcism'.",2017,Documentary            ,"Maria Blum, Tim Blum, Jack Bond, Michael Bracewell",Richard Kovitch,11,,7.6
Making Comedy Beautiful: Our Hospitality and the Birth of Buster Keaton's Features,26,    A documentary about Our Hospitality (1923).,2011,"Documentary, Short            ",Star:Courtney Patterson,,6,,8.0
"The Rite of Exorcism: Myth, Mystery & Hope",72,"    Hollywood has a long history of crafting terrifying fictional tales as well as exaggerating true stories in order stroke the fears of moviegoers. Fortunately, for us there is no need for ...                See full summary »",2011,"Documentary, History            ","Brian McArdle, Matt Baglio, Daniel Trapp, Joseph M.P.R. Cocucci",Frank Di Bugnara,30,,6.2
Paul F. Tompkins: Crying and Driving,43,"    Paul F. Tompkins reveals why he's so surprised that he got married, ponders the kindness of strangers and describes a very strange trip to a private club for magicians.",2015,"Documentary, Comedy            ",Star:Paul F. Tompkins,Marcus Raboy,112,,7.6
The Game: From the street to Wall Street,107,Add a Plot,2017,Documentary            ,"50 Cent, Chuck D, Lyor Cohen, Grandmaster Caz",Alex Jordanov,5,,7.6
Snapshots of Italy: The Making of Call Me by Your Name,11,Add a Plot,2018,"Documentary, Short            ","Timothée Chalamet, Luca Guadagnino, Armie Hammer, Michael Stuhlbarg",,8,,5.9
Dark Horses,0,"    A documentary about the legendary 1989 rivalry between Thoroughbred racehorses Sunday Silence and Easy Goer. They met in the Triple Crown races, and Sunday Silence won the Kentucky Derby and the Preakness, while Easy Goer won the Belmont.",2018,Documentary            ,"A documentary about the legendary 1989 rivalry between Thoroughbred racehorses Sunday Silence and Easy Goer. They met in the Triple Crown races, and Sunday Silence won the Kentucky Derby and the Preakness, while Easy Goer won the Belmont.",,0,,0
Unbelievable Is Believable Here,94,    This documentary covers the historic journey of the Virginia Commonwealth University men's basketball team through the 2011 NCAA basketball tournament. Considered one of the greatest '...                See full summary »,2014,"Documentary, Drama, Sport            ",This documentary covers the historic journey of the Virginia Commonwealth University men's basketball team through the 2011 NCAA basketball tournament. Considered one of the greatest '...                See full summary »,,0,,0
Air Aces,60,"    Ambitious, spectacular, and supercharged with thrilling action, Air Aces profiles the most harrowing airborne combat missions ever, many of which were recently declassified. Combining CGI ...                See full summary »",2012,"Documentary, Action, Drama            ","Arthur J. Davis, Derick Agyemang, Neil Bennett, Chris Boyle",,37,,8.1
Herb & Dorothy 50X50,87,"    A follow up to the documentary Herb & Dorothy, that captures an ordinary couple's extraordinary gift of art to the nation as they close the door on their life as collectors.",2013,"Documentary, Biography, News            ","Herbert Vogel, Dorothy Vogel, Paula Antebi, Robert Barry",Megumi Sasaki,50,$0.01M,5.9
For Our Lives: Parkland,0,Add a Plot,2018,Documentary            ,Star:Elaine Welteroth,,5,,6.4
Looking for Exits: Conversations with a Wingsuit Artist,62,"    Wingsuit base jumping is an extreme sport in which the pilot jumps from high peaks often above cloud level, navigating their way back to earth through forests and past cliff faces at speeds...                See full summary »",2015,Documentary            ,Star:Ellen Brennan,Kristoffer Hegnsvad,14,,8.8
Alpha Film Series,0,Add a Plot,2016,Documentary            ,"Toby Flint, Gemma Hunt, Nicky Gumbel",Daniel H.A. Stewart,5,,9.0
King David,3,    Dreams are free.,2018,"Documentary, Biography, Sport            ",Dreams are free.,,0,,0
More Alive Than Dead,106,"    Some say he's a genius. Others say he swindled ""his"" theories from his colleagues. This film exposes - for the first time ever -the unconscious of the person who conceived the unconscious. Please welcome - Sigmund Freud.",2017,Documentary            ,"Some say he's a genius. Others say he swindled ""his"" theories from his colleagues. This film exposes - for the first time ever -the unconscious of the person who conceived the unconscious. Please welcome - Sigmund Freud.",,0,,0
A Life of Its Own: The Truth About Medical Marijuana,81,"    Award-winning journalist Helen Kapalos explores the subject of medical marijuana, uncovering life-changing treatments and cutting-edge research.",2017,Documentary            ,Helen Kapalos,,48,,7.2
The Act III: Moment of Truth The End,86,Add a Plot,2018,Documentary            ,Star:Ji-yong Kwon,Byun Jin Ho,15,,7.9
Breaking Big,30,"    Why have some of the world's most influential people been able to make it big? Explore how some of today's artists, innovators, athletes and political leaders made their careers.",2018,Documentary            ,"Carlos Watson, Angela Lee Duckworth, Jeffrey Carr, Christina Greer",,22,,7.1
An Act of War: Making 'Sicario: Day of the Soldado',16,Add a Plot,2018,"Documentary, Short            ","Josh Brolin, Benicio Del Toro, Stefano Sollima",,7,,5.9
The Bolivian Case,75,"    Three Norwegian teenaged girlfriends get caught smuggling cocaine out of Bolivia. Why does only one take the fall? Cue a tabloid media storm, professional kidnappers and a behind-bars pregnancy in this sensational exposé.",2015,"Documentary, Drama, News            ",Violeta Ayala,,16,,7.1
Poem Portrait of Nina,149,Add a Plot,2016,Documentary            ,Add a Plot,,0,,0
Frackman,90,    The adventures of The Frackman and his filmmaker mate as they take on some of the biggest coal seam gas multi-nationals in the world.,2015,"Documentary, Action, Adventure            ","Drew Hutton, Dayne Pratzky",Richard Todd,55,,7.9
Dragon Island,50,    There is an island where dragons still roam. A Jurassic type underworld where ancient warlords still rule. Where they fight for supremacy...where they fight to survive. Komodo Island - deep...                See full summary »,2016,Documentary            ,Graeme Duane,,5,,7.8
The 80's India,0,Add a Plot,2016,"Documentary, Short            ","Kirti Azad, Mahesh Bhatt, Piyush Pandey",,39,,7.4
Rational Middle: Immigration,0,Add a Plot,2017,Documentary            ,Add a Plot,,0,,0
American Federale,72,"    American Federale is about the only American ever to serve as a Mexican Federale. Filmed in border Mexico and El Paso, this film gives us insight into a life in the trenches working on the ...                See full summary »",2013,"Documentary, Biography, History            ","Michael D. Carlin, Wally Homouri",Michael D. Carlin,19,,6.1
Heaven is for Real: Heart of the Movie,2,Add a Plot,2014,"Documentary, Short            ",Add a Plot,,0,,0
In Search of Haydn,102,"    In this eagerly-awaited documentary, Phil Grabsky's biographical account of Haydn's life is a visual and aural extravaganza, including breath-taking performances by some of the world's most celebrated musicians.",2012,"Documentary, Biography, Music            ",Phil Grabsky,,40,,7.2
LONG LIVE X: The Life and Death of XXXTENTACION,0,    A documentary that mirrors the life of rapper XXXTENTACION before his death.,2018,Documentary            ,A documentary that mirrors the life of rapper XXXTENTACION before his death.,,0,,0
Made in England,73,"    The best smack in the mouth you'll ever get. Made in England is an observational character driven documentary that looks at the changing world of London, England. The film is set in a down ...                See full summary »",2012,Documentary            ,"The best smack in the mouth you'll ever get. Made in England is an observational character driven documentary that looks at the changing world of London, England. The film is set in a down ...                See full summary »",,0,,0
